classe_obf	typedef_index	nom_clair	score	methode	statut	provenances_daccord	nb_candidats_a_egalite	chemin_de_preuve
		ExperienceData			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
kif	12944	ExtendedBreachBranch	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py)
		Fight			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightAutoJoinDeactivatedEvent			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightAutoJoinDeactivationRequest			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightAutoReadyActivationRequest			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightAutoReadyDeactivationRequest			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightChallengeJoinRefuseEvent			À_CLASSER		48	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightCharacterInformation			À_CLASSER		2	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
jos	12092	FightCharacteristics	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py) -> arrastre champ f4 (jpn.f4=jos <-> SummonContextInformation.f4=FightCharacteristics) [nom réutilisé par 2 occurrences distinctes : lpr]
lpr		FightCharacteristics	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py) -> arrastre champ f3 (lpx.f3=lpr <-> FightFighterInformation.f3=FightCharacteristics) [nom réutilisé par 2 occurrences distinctes : jos]
		FightCommonInformation			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightEffectTriggerCount			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightEndEvent			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
jwv	12438	FightExternalInformation	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py)
lpx	14320	FightFighterInformation	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py)
		FightFighterRefreshEvent			À_CLASSER		81	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightFighterShowEvent			À_CLASSER		58	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightHumanReadyStateEvent			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightIsTurnReadyEvent			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightJoinEvent			À_CLASSER		3	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightJoinRequest			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightJoinRunningEvent			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightLeaveEvent			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightLoot			À_CLASSER		6	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightMapInformationEvent			À_CLASSER		1	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightMapInformationResponse			À_CLASSER		5	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightMapRequest			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightMark			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightMutantInformation			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightNewRoundEvent			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightNewWaveEvent			À_CLASSER		23	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightOptionsInformation			À_CLASSER		25	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightPauseEvent			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightPhaseInfo			À_CLASSER		58	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightPlacementPositionRequest			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightPlacementPossiblePositionsEvent			À_CLASSER		81	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightPlacementSwapPositionsAcceptRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightPlacementSwapPositionsCancelRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightPlacementSwapPositionsCancelledEvent			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightPlacementSwapPositionsErrorEvent			À_CLASSER		23	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightPlacementSwapPositionsEvent			À_CLASSER		47	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightPlacementSwapPositionsOfferEvent			À_CLASSER		11	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightReadyRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightRefreshCharacterStatsEvent			À_CLASSER		48	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightRemovableEffect			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightRemovableEffectExtendedInformation			À_CLASSER		5	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightRequestCanceledEvent			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightResultAdditionalData			À_CLASSER		81	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightResultListEntry			À_CLASSER		1	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightResume			À_CLASSER		1	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightResumeSlaves			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightSlaveNoLongerControlledEvent			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightSlaveSwitchContextEvent			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightSpectatePlayerRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightSpectatorJoinEvent			À_CLASSER		6	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
hnz		FightSpellCastCritical	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py) -> arrastre champ f3 (hob.f3=hnz <-> TargetedAbility.f3=FightSpellCastCritical)
		FightSpellCoolDown			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightStartEvent			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightStartingEvent			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightStartingPositions			À_CLASSER		9	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightStatisticsEvent			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightSynchronizeEvent			À_CLASSER		47	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightTeamInformation			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightTeamLightInformation			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
lef	13835	FightTeamMemberEntity	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py) -> arrastre champ f3 (lns.f3=lef <-> FightTeamMemberInformation.f3=FightTeamMemberEntity)
lns	14235	FightTeamMemberInformation	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py)
		FightTeamMemberMonster			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightTeamMemberTaxCollector			À_CLASSER		25	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
hnc	9837	FightTeamMembersInformation		arrosage	DÉDUIT	arrosage	1	arrosage score=1.0
		FightTeamRemoveMemberEvent			À_CLASSER		23	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightTeamUpdateEvent			À_CLASSER		48	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
jwt		FightTeamsWithOptions	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py) -> arrastre champ f5 (jwv.f5=jwt <-> FightExternalInformation.f5=FightTeamsWithOptions)
		FightTemporaryBoostEffect			À_CLASSER		2	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightTemporarySpellImmunityEffect			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightTriggeredEffect			À_CLASSER		25	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightTurnEndEvent			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightTurnEvent			À_CLASSER		25	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightTurnFinishRequest			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightTurnReadyRequest			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FightTurnStartPlayingEvent			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FighterEntityLightInformation			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FighterLightInformation			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FighterListEntry			À_CLASSER		1	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FighterMonsterLightInformation			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FighterTaxCollectorLightInformation			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FileCheckEvent			À_CLASSER		48	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FileCheckRequest			À_CLASSER		58	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FinishMove			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FinishMoveSetRequest			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FinishMovesEvent			À_CLASSER		47	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FinishMovesRequest			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FollowDirection			À_CLASSER		58	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FollowDirectionToHint			À_CLASSER		58	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FollowDirectionToPOI			À_CLASSER		58	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FollowingCharactersOption			À_CLASSER		47	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ForceAccountError			À_CLASSER		5	0 ou plusieurs candidats de même round-0 dans Connection, aucun retenu
mhw	38991	ForceAccountRequest	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py)
miz	39031	ForceAccountResponse	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py)
mja	39033	ForceAccountStatus	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py)
		ForgettableSpellActionRequest			À_CLASSER		48	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ForgettableSpellEquipmentSlotsEvent			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ForgettableSpellInfo			À_CLASSER		58	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ForgettableSpellPresetCreateResponse			À_CLASSER		81	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
jxf	12455	ForgettableSpellPresetInfo		arrosage	DÉDUIT	arrosage	1	arrosage score=0.714
		ForgettableSpellPresetInfoRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ForgettableSpellPresetInfoResponse			À_CLASSER		48	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ForgettableSpellPresetResetResponse			À_CLASSER		48	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ForgettableSpellPresetSetResponse			À_CLASSER		48	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FreeSoulRequest			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
mjx	39068	Friend	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py)
		FriendDeleteRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FriendDeletionResultEvent			À_CLASSER		48	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FriendInformation			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FriendList			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Connection, aucun retenu
		FriendListRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		FriendListResponse			À_CLASSER		4	0 ou plusieurs candidats de même round-0 dans Connection, aucun retenu
		FriendOnlineInformation			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GameActionAcknowledgementRequest			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GameActionFightCastOnTargetRequest			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GameActionFightCastRequest			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
jwe	12409	GameActionFightEvent	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py)
		GameActionItem			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GameActionItemConsumeAllRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GameActionItemConsumeRequest			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GameActionItemConsumedEvent			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GameActionItemListEvent			À_CLASSER		47	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GameActionUpdateEffectTriggerCountEvent			À_CLASSER		12	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
lqc	14329	GameContextCreateRequestMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=lqc
jsn	12252	GameContextRefreshEntityLookMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=jsn
jsd	12235	GameContextRemoveElementMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=jsd
jsj	12245	GameMapMovementMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=jsj
jrw	12223	GameMapMovementRequestMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=jrw
		GameMessage			À_CLASSER		3	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GameOverEvent			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
jtg	12280	GiftsListMessage			À_CLASSER		0	nom clair EN CONFLIT avec kmz (v2, retenu) — autres revendicants : jtg(jondo-anclas)
kmz	13138	GiftsListMessage	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py)
		GroupTeleportPlayerClosedEvent			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GroupTeleportPlayerOfferEvent			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuestModeEvent			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuideModQuitRequest			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuideModReturnRequest			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildApplicationAnswerEvent			À_CLASSER		48	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildApplicationAnswerRequest			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildApplicationDeleteRequest			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildApplicationDeletedEvent			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildApplicationGetOwnRequest			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildApplicationModifiedEvent			À_CLASSER		12	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildApplicationPlayerEvent			À_CLASSER		81	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildApplicationPresenceEvent			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildApplicationPresenceRequest			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildApplicationReceivedEvent			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildApplicationSubmitRequest			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildApplicationUpdateRequest			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildBulletinEvent			À_CLASSER		111	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildBulletinSetRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildCardErrorEvent			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
hjj	9677	GuildCardEvent	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py)
		GuildCardRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildChestContributionStartRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildChestContributionStopRequest			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildChestCurrentListenersAddEvent			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildChestCurrentListenersEvent			À_CLASSER		23	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildChestCurrentListenersRemoveEvent			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildChestStructureStartListeningRequest			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildChestStructureStopListeningRequest			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildChestTabContributionEvent			À_CLASSER		11	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildChestTabContributionsEvent			À_CLASSER		47	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildChestTabContributionsRequest			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildChestTabLastContributionDateEvent			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildChestTabSelectRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildChestTabUpdateRequest			À_CLASSER		2	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildCreationStartedEvent			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildDetailedInformation			À_CLASSER		1	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
jyg	12506	GuildGeneralInformationEvent	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py)
		GuildHouseRemoveEvent			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
hjh		GuildInformation	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py) -> arrastre champ f1 (hjj.f1=hjh <-> GuildCardEvent.f1=GuildInformation)
		GuildInformationRequest			À_CLASSER		81	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
jhh	11778	GuildInformationsGeneralMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=jhh
		GuildInvitationAnswerRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildInvitationRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildInvitationStateRecruitedEvent			À_CLASSER		111	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildInvitationStateRecruiterEvent			À_CLASSER		23	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildInvitedEvent			À_CLASSER		23	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildJoinAutomaticallyRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildJoinedEvent			À_CLASSER		58	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildKickRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildLeftEvent			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildLogbookEntry			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildLogbookEvent			À_CLASSER		3	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildLogbookRequest			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildMember			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildMemberLeaveEvent			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildMemberOnlineStatusEvent			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildMemberParametersChangeRequest			À_CLASSER		25	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildMemberWarnOnConnectionStartRequest			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildMemberWarnOnConnectionStopRequest			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildMembersEvent			À_CLASSER		47	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildMembershipEvent			À_CLASSER		58	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildModificationStartedEvent			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildMotdSetRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildNoteUpdateRequest			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildPaddockBoughtEvent			À_CLASSER		81	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildPaddockRemovedEvent			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildPaddockTeleportRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildPaddocksInformationEvent			À_CLASSER		7	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildRankCreateRequest			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildRankRemoveRequest			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildRanksRequest			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildRecruitmentEvent			À_CLASSER		111	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildRecruitmentInformation			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildRecruitmentInvalidateEvent			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildRecruitmentUpdateRequest			À_CLASSER		111	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildRightsUpdateRequest			À_CLASSER		14	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildSocialInformation			À_CLASSER		81	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		GuildSummaryRequest			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		HaapiAuthenticationErrorEvent			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		HaapiSessionEvent			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		HaapiTokenRequest			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		HavenBagChangeRoomRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		HavenBagDailyLotteryEvent			À_CLASSER		18	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		HavenBagEditCancelRequest			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		HavenBagEditFinishedEvent			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		HavenBagEditRequest			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		HavenBagEditStartEvent			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
jbv	11545	HavenBagEditionStartRequestMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=jbv
jbm	11529	HavenBagEditionStartedMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=jbm
jba	11509	HavenBagEditionStoppedMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=jba
		HavenBagExitRequest			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		HavenBagFurnitureCloseRequest			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		HavenBagFurnitureEvent			À_CLASSER		47	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		HavenBagFurnitureOpenRequest			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		HavenBagFurnitureRequest			À_CLASSER		47	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
jbu	11543	HavenBagFurnituresMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=jbu
jbg	11519	HavenBagFurnituresUpdateRequestMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=jbg
		HavenBagInvitationAnswerRequest			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		HavenBagInvitationClosedEvent			À_CLASSER		81	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		HavenBagInvitationEvent			À_CLASSER		58	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		HavenBagInvitationOfferedEvent			À_CLASSER		14	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		HavenBagInvitationRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		HavenBagKickRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		HavenBagPackListEvent			À_CLASSER		23	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		HavenBagPermissionsUpdateEvent			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		HavenBagPermissionsUpdateRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		HavenBagRoomPreview			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
