classe_obf	typedef_index	nom_clair	score	methode	statut	provenances_daccord	nb_candidats_a_egalite	comment_verifier
		GuildRecruitmentInformation			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		GuildRecruitmentInvalidateEvent			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		GuildRecruitmentUpdateRequest			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		GuildRightsUpdateRequest			À_CLASSER		15	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		GuildSocialInformation			À_CLASSER		86	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		GuildSummaryEvent			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		GuildSummaryRequest			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HaapiAuthenticationErrorEvent			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HaapiSessionEvent			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HaapiTokenEvent			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		HaapiTokenRequest			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HavenBagChangeRoomRequest			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HavenBagDailyLotteryEvent			À_CLASSER		20	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HavenBagEditCancelRequest			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HavenBagEditFinishedEvent			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HavenBagEditRequest			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HavenBagEditStartEvent			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HavenBagEditionStartRequestMessage			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HavenBagEditionStartedMessage			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HavenBagEditionStoppedMessage			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HavenBagEnterRequest			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		HavenBagExitRequest			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HavenBagFurnitureCloseRequest			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HavenBagFurnitureEvent			À_CLASSER		51	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HavenBagFurnitureOpenRequest			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HavenBagFurnitureRequest			À_CLASSER		51	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HavenBagFurnituresMessage			À_CLASSER		51	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HavenBagFurnituresUpdateRequestMessage			À_CLASSER		3	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HavenBagInvitationAnswerRequest			À_CLASSER		158	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HavenBagInvitationClosedEvent			À_CLASSER		86	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HavenBagInvitationEvent			À_CLASSER		61	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HavenBagInvitationOfferedEvent			À_CLASSER		18	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HavenBagInvitationRequest			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HavenBagKickRequest			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HavenBagPackListEvent			À_CLASSER		26	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HavenBagPermissionsUpdateEvent			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HavenBagPermissionsUpdateRequest			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HavenBagRoomPreview			À_CLASSER		158	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HavenBagRoomUpdateEvent			À_CLASSER		6	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HavenBagThemeChangeRequest			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		HavenBagThemeChangeRequestMessage			À_CLASSER		86	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		Hdd			À_CLASSER		61	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		Hde			À_CLASSER		51	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		Hdf			À_CLASSER		51	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		Hdg			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		Hdh			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HelloGameMessage			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		Hep			À_CLASSER		158	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		Hio			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Hja			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Hjm			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Hla			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Hlp			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Hmt			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Hne			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Hni			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Hnj			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Hnk			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		Hnl			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		Hnv			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Hob			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Hok			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		House			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HouseAccount			À_CLASSER		86	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HouseAccountEvent			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		HouseBuyRequest			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HouseBuyResultEvent			À_CLASSER		12	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
hko	9729	HouseGuild	1.0	arrosage	DÉDUIT	gatherer,luaxy	1	forme/champs arrosage — comparer contre une capture réelle du client vivant
		HouseGuildNoneEvent			À_CLASSER		66	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HouseGuildRightsEvent			À_CLASSER		1	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HouseGuildRightsViewRequest			À_CLASSER		158	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HouseGuildShareRequest			À_CLASSER		25	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HouseInformationRequest			À_CLASSER		158	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HouseInformationResponse			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HouseInside			À_CLASSER		86	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
ihr	10674	HouseInstance	0.6	parent_drag	DÉDUIT	gatherer,luaxy,otomai	1	forme/champs parent_drag — comparer contre une capture réelle du client vivant
		HouseKickRequest			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HouseLockFromInsideRequest			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
hlz	9789	HouseOnMap	1.0	arrosage	DÉDUIT	gatherer,luaxy	1	forme/champs arrosage — comparer contre une capture réelle du client vivant
ihz	10688	HousePropertiesEvent	1.0	graine	DÉDUIT	gatherer,luaxy,otomai	1	forme/champs graine — comparer contre une capture réelle du client vivant
		HouseSellRequest			À_CLASSER		25	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HouseSellingUpdateEvent			À_CLASSER		5	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HouseTeleportRequest			À_CLASSER		158	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HouseToSell			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HousesToSellEvent			À_CLASSER		3	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HousesToSellFiltersRequest			À_CLASSER		2	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		HousesToSellRequest			À_CLASSER		158	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		Hpf			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		Hpg			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		Hph			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Hsz			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Htf			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Hth			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Hto			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Htq			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Hui			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
lng	14216	HumanOption	1.0	graine	DÉDUIT	gatherer,luaxy,otomai	1	forme/champs graine — comparer contre une capture réelle du client vivant
		Humanoid			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		Hwh			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Hwj			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Hwk			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Hwm			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Hwp			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Hwu			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Hyu			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Hzw			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Iat			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		IdentificationRequest			À_CLASSER		1	0 ou plusieurs candidats de même round-0 dans Connection, aucun retenu sans ambiguïté
		IdentificationResponse			À_CLASSER		4	0 ou plusieurs candidats de même round-0 dans Connection, aucun retenu sans ambiguïté
		Ief			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Ifa			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		IgnoreEvent			À_CLASSER		86	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		IgnoreRequest			À_CLASSER		86	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		Ihl			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Ihr			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Ihs			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Iht			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Ihu			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Ihv			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Ihw			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Ihx			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Ihy			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Iig			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Iih			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Iii			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Iik			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Iil			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Iin			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Iip			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Iiq			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Iir			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Iis			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Iix			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Ija			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Ijb			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Ijc			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Ijd			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Ije			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Ijf			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Ijg			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Ijh			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Iji			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Ijj			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Ijp			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Ijw			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Ikd			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Ike			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Ikf			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Ikg			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Ikh			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Iki			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Ikj			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Ikk			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Ikt			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Ila			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		Ilb			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Ilc			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Ild			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Imt			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		IndexedEntityLook			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
lev	13861	InteractiveElement	1.0	graine	DÉDUIT	gatherer,luaxy,otomai	1	forme/champs graine — comparer contre une capture réelle du client vivant
		InteractiveElementSkill			À_CLASSER		66	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		InteractiveElementUpdatedEvent			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		InteractiveMapUpdateEvent			À_CLASSER		51	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		InteractiveUseEndedEvent			À_CLASSER		66	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		InteractiveUseErrorEvent			À_CLASSER		66	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		InteractiveUseRequest			À_CLASSER		66	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		InteractiveUseRequestMessage			À_CLASSER		32	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		InteractiveUsedEvent			À_CLASSER		5	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		InteractiveUsedMessage			À_CLASSER		1	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		InventoryContentEvent			À_CLASSER		7	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		InventoryContentMessage			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		InventoryContentWatchEvent			À_CLASSER		3	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		InventoryWeightEvent			À_CLASSER		158	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		InventoryWeightMessage			À_CLASSER		1	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		Invisibility			À_CLASSER		51	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		InvisibleDetected			À_CLASSER		158	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		Ioc			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Iom			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Ioq			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Iqf			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Iqh			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Ira			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
jdx	11629	ItemMinimalInformation	0.889	arrosage	DÉDUIT	gatherer,luaxy,otomai	1	forme/champs arrosage — comparer contre une capture réelle du client vivant
		ItemPositionByPresetUuidEntry			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		ItemToSellInNpcShop			À_CLASSER		158	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		Itg			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Iuk			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		Iul			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Iup			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Iuq			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Ivk			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Ivl			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Ivs			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
